game_id,date_time_utc,home_score,away_score,home_team_id,away_team_id,referee_id,stadium_id,home_manager_id,away_manager_id,expanded_minutes,season_name,matchday,attendance,knockout_game,status,last_updated_utc,home_team,away_team
gpMO0Vk75z,2023-08-30 23:30:00 UTC,1,0,19vQ2095K6,a2lqRX2Mr0,ljqEymNqx0,wvq9p775Wn,4wM4A645jB,gpMO6j7Qzy,96,2023,29,16444,False,FullTime,2023-09-02 08:15:15 UTC,New England Revolution,New York Red Bulls
Oa5wm9PYQ1,2023-07-08 23:30:00 UTC,2,1,a2lqRX2Mr0,19vQ2095K6,ljqExYw5x0,NWMW84L5lz,gpMO6j7Qzy,LeVq3j5WOJ,98,2023,24,20014,False,FullTime,2023-07-11 09:29:19 UTC,New York Red Bulls,New England Revolution
a35rE6oGML,2023-07-15 23:30:00 UTC,4,0,19vQ2095K6,EKXMeX3Q64,a35rgjLqL6,wvq9p775Wn,LeVq3j5WOJ,OlMlzkgqLz,103,2023,26,29884,False,FullTime,2023-07-16 02:10:28 UTC,New England Revolution,D.C. United
gOMnEBw8Qw,2023-03-25 23:30:00 UTC,1,2,EKXMeX3Q64,19vQ2095K6,xW5pE3Yqg1,xW5pwORMg1,eVq3YpVMWO,LeVq3j5WOJ,95,2023,5,16509,False,FullTime,2023-03-27 23:37:15 UTC,D.C. United,New England Revolution
7VqG8GlYQv,2023-10-04 23:30:00 UTC,1,2,19vQ2095K6,mvzqoLZQap,e7MzjxJMr0,wvq9p775Wn,gpMO0YE5zy,KPqjO38Q6v,101,2023,36,14144,False,FullTime,2023-10-09 22:56:51 UTC,New England Revolution,Columbus Crew
BLMvERXBQx,2023-04-15 23:30:00 UTC,1,1,mvzqoLZQap,19vQ2095K6,jYQJnoVQGR,2vQ1eawQrA,KPqjO38Q6v,LeVq3j5WOJ,102,2023,8,20562,False,FullTime,2023-04-19 18:30:52 UTC,Columbus Crew,New England Revolution
4JMAyJyYMK,2023-05-27 23:30:00 UTC,3,3,19vQ2095K6,X0Oq66zq6D,ljqEymNqx0,wvq9p775Wn,LeVq3j5WOJ,gOMnBPJMwN,100,2023,15,27293,False,FullTime,2023-05-30 22:26:50 UTC,New England Revolution,Chicago Fire FC
Vj58n0DrQ8,2023-09-24 00:30:00 UTC,2,2,X0Oq66zq6D,19vQ2095K6,kRQa9k8QKZ,gpMOzdEQzy,gOMnBPJMwN,gpMO0YE5zy,103,2023,34,20129,False,FullTime,2023-09-27 07:08:19 UTC,Chicago Fire FC,New England Revolution
4wM4g0OdQj,2023-08-20 23:30:00 UTC,1,0,a2lqRX2Mr0,EKXMeX3Q64,4JMAYlPMKg,NWMW84L5lz,gpMO6j7Qzy,OlMlzkgqLz,102,2023,27,17872,False,FullTime,2023-08-23 08:19:04 UTC,New York Red Bulls,D.C. United
2vQ130kw5r,2023-09-23 23:30:00 UTC,3,5,EKXMeX3Q64,a2lqRX2Mr0,KPqjDeNM6v,xW5pwORMg1,OlMlzkgqLz,gpMO6j7Qzy,105,2023,34,12591,False,FullTime,2023-09-27 08:01:40 UTC,D.C. United,New York Red Bulls
