game_id,date_time_utc,home_score,away_score,home_team_id,away_team_id,referee_id,stadium_id,home_manager_id,away_manager_id,expanded_minutes,season_name,matchday,attendance,knockout_game,status,last_updated_utc,home_team,away_team
Vj58j2V3Q8,2015-07-18 03:00:00 UTC,5,2,kaDQ0wRqEv,0KPqjA456v,0Oq6037M6D,wvq9p1Y5Wn,LeVq3j5WOJ,4JMA4X9QKg,98,2015,21,27000,False,FullTime,2016-05-17 18:52:24 UTC,LA Galaxy,San Jose Earthquakes
KPqja02Y56,2015-08-29 04:00:00 UTC,1,0,0KPqjA456v,kaDQ0wRqEv,9YqdEL9QvJ,Vj58W84M8n,4JMA4X9QKg,LeVq3j5WOJ,97,2015,27,18000,False,FullTime,2015-09-01 05:13:46 UTC,San Jose Earthquakes,LA Galaxy
gOMnJKkXMw,2015-05-03 02:30:00 UTC,1,1,kaDQ0wRqEv,pzeQZ6xQKw,zeQZlGK5Kw,wvq9p1Y5Wn,LeVq3j5WOJ,4wM4vOAqjB,98,2015,9,16676,False,FullTime,2016-05-17 20:14:49 UTC,LA Galaxy,Colorado Rapids
Oa5wDvwjq1,2015-08-02 01:00:00 UTC,1,3,pzeQZ6xQKw,kaDQ0wRqEv,Oa5w9R9Q14,9z5ka6gQA3,4wM4vOAqjB,LeVq3j5WOJ,98,2015,23,18597,False,FullTime,2016-05-17 17:17:06 UTC,Colorado Rapids,LA Galaxy
4JMAZmBk5K,2015-04-19 02:30:00 UTC,2,1,kaDQ0wRqEv,Z2vQ1xlqrA,0Oq6037M6D,wvq9p1Y5Wn,LeVq3j5WOJ,N6MmpyLQEG,98,2015,7,20018,False,FullTime,2016-05-17 20:30:09 UTC,LA Galaxy,Sporting Kansas City
0Oq6Y1Rg56,2015-10-25 23:00:00 UTC,2,1,Z2vQ1xlqrA,kaDQ0wRqEv,a35r6KG5L6,NPqxy6XQ9d,N6MmpyLQEG,LeVq3j5WOJ,96,2015,35,19422,False,FullTime,2015-10-27 01:47:29 UTC,Sporting Kansas City,LA Galaxy
NPqxYv7XQ9,2015-09-28 01:30:00 UTC,3,2,kaDQ0wRqEv,mKAqBBmqbg,EGMPPnAMaY,wvq9p1Y5Wn,LeVq3j5WOJ,gjMNk8v5Kp,97,2015,31,27000,False,FullTime,2015-12-03 21:08:13 UTC,LA Galaxy,FC Dallas
wvq9EYyBqW,2015-08-16 01:00:00 UTC,1,2,mKAqBBmqbg,kaDQ0wRqEv,odMXjR0qYL,eVq3alGMWO,gjMNk8v5Kp,LeVq3j5WOJ,98,2015,25,21907,False,FullTime,2015-12-21 18:25:43 UTC,FC Dallas,LA Galaxy
vzqowbaJqa,2015-08-15 03:00:00 UTC,1,0,0KPqjA456v,pzeQZ6xQKw,vzqoWjkqap,Vj58W84M8n,4JMA4X9QKg,4wM4vOAqjB,98,2015,25,18000,False,FullTime,2016-01-21 19:33:21 UTC,San Jose Earthquakes,Colorado Rapids
7vQ7lZ22MD,2015-05-09 02:00:00 UTC,1,1,pzeQZ6xQKw,0KPqjA456v,EGMPPnAMaY,9z5ka6gQA3,4wM4vOAqjB,4JMA4X9QKg,98,2015,10,14169,False,FullTime,2016-05-17 16:45:16 UTC,Colorado Rapids,San Jose Earthquakes
0Oq6Y1Rx56,2015-10-17 03:00:00 UTC,1,0,0KPqjA456v,Z2vQ1xlqrA,315VrXb59x,Vj58W84M8n,4JMA4X9QKg,N6MmpyLQEG,98,2015,34,18000,False,FullTime,2016-01-19 20:22:28 UTC,San Jose Earthquakes,Sporting Kansas City
raMy7zWdqd,2015-08-20 00:30:00 UTC,0,5,Z2vQ1xlqrA,0KPqjA456v,9z5kJ7gMA3,NPqxy6XQ9d,N6MmpyLQEG,4JMA4X9QKg,93,2015,26,18866,False,FullTime,2016-01-21 20:41:00 UTC,Sporting Kansas City,San Jose Earthquakes
raMy7zgAqd,2015-06-07 23:00:00 UTC,0,0,0KPqjA456v,mKAqBBmqbg,EGMPPnAMaY,Vj58W84M8n,4JMA4X9QKg,gjMNk8v5Kp,97,2015,14,18000,False,FullTime,2015-06-09 16:26:51 UTC,San Jose Earthquakes,FC Dallas
wvq9EYVNqW,2015-10-25 23:00:00 UTC,2,1,mKAqBBmqbg,0KPqjA456v,gjMNk4v5Kp,eVq3alGMWO,gjMNk8v5Kp,4JMA4X9QKg,96,2015,35,16937,False,FullTime,2015-12-23 21:00:41 UTC,FC Dallas,San Jose Earthquakes
kRQa8V7jqK,2015-08-30 01:00:00 UTC,2,1,pzeQZ6xQKw,Z2vQ1xlqrA,KPqjb74q6v,9z5ka6gQA3,4wM4vOAqjB,N6MmpyLQEG,97,2015,27,16480,False,FullTime,2016-05-17 17:45:04 UTC,Colorado Rapids,Sporting Kansas City
aDQ0Y4VPME,2015-10-22 00:30:00 UTC,0,2,Z2vQ1xlqrA,pzeQZ6xQKw,zeQZlGK5Kw,NPqxy6XQ9d,N6MmpyLQEG,4wM4vOAqjB,97,2015,11,18897,False,FullTime,2016-01-06 18:29:07 UTC,Sporting Kansas City,Colorado Rapids
OlMldbmgML,2015-06-20 01:00:00 UTC,1,1,pzeQZ6xQKw,mKAqBBmqbg,gjMNk4v5Kp,9z5ka6gQA3,4wM4vOAqjB,gjMNk8v5Kp,95,2015,16,15585,False,FullTime,2015-11-21 21:09:22 UTC,Colorado Rapids,FC Dallas
eV5DXZlA5K,2015-04-10 23:00:00 UTC,0,4,mKAqBBmqbg,pzeQZ6xQKw,gjMNk4v5Kp,eVq3alGMWO,gjMNk8v5Kp,4wM4vOAqjB,97,2015,6,12929,False,FullTime,2016-05-17 14:59:57 UTC,FC Dallas,Colorado Rapids
EGMPXD76Ma,2015-09-18 23:00:00 UTC,3,1,Z2vQ1xlqrA,mKAqBBmqbg,a35r6KG5L6,NPqxy6XQ9d,N6MmpyLQEG,gjMNk8v5Kp,96,2015,30,18861,False,FullTime,2015-12-03 20:34:18 UTC,Sporting Kansas City,FC Dallas
KAqBz21vqb,2015-03-15 00:30:00 UTC,3,1,mKAqBBmqbg,Z2vQ1xlqrA,9z5kJ7gMA3,eVq3alGMWO,gjMNk8v5Kp,N6MmpyLQEG,97,2015,2,14149,False,FullTime,2016-05-17 14:04:00 UTC,FC Dallas,Sporting Kansas City
