game_id,date_time_utc,home_score,away_score,home_team_id,away_team_id,referee_id,stadium_id,home_manager_id,away_manager_id,expanded_minutes,season_name,matchday,attendance,knockout_game,status,last_updated_utc,home_team,away_team
gOMny9l6Qw,2017-08-27 23:00:00 UTC,0,3,kaDQ0wRqEv,0KPqjA456v,jYQJnoVQGR,wvq9p1Y5Wn,KXMeab1M64,BLMvXrjqxe,99,2017,25,19237,False,FullTime,2017-08-29 12:43:13 UTC,LA Galaxy,San Jose Earthquakes
0x5g0g27q7,2017-07-02 02:30:00 UTC,2,1,0KPqjA456v,kaDQ0wRqEv,vzqoWjkqap,Vj58W84M8n,BLMvXrjqxe,9vQ2z7xQK6,96,2017,18,50617,False,FullTime,2017-07-03 19:36:17 UTC,San Jose Earthquakes,LA Galaxy
vzqoLkrvQa,2017-09-03 03:00:00 UTC,3,0,kaDQ0wRqEv,pzeQZ6xQKw,9z5kJ7gMA3,wvq9p1Y5Wn,KXMeab1M64,Vj58mVDq8n,96,2017,14,17683,False,FullTime,2020-07-04 08:11:37 UTC,LA Galaxy,Colorado Rapids
XVqKOBWNq0,2017-06-22 01:00:00 UTC,1,3,pzeQZ6xQKw,kaDQ0wRqEv,jYQJnoVQGR,9z5ka6gQA3,4wM4vOAqjB,9vQ2z7xQK6,99,2017,17,13496,False,FullTime,2017-06-28 21:21:31 UTC,Colorado Rapids,LA Galaxy
KAqBnD97qb,2017-06-25 02:30:00 UTC,1,2,kaDQ0wRqEv,Z2vQ1xlqrA,EGMPPnAMaY,wvq9p1Y5Wn,9vQ2z7xQK6,N6MmpyLQEG,96,2017,17,20140,False,FullTime,2017-06-29 11:18:13 UTC,LA Galaxy,Sporting Kansas City
zeQZByXxQK,2017-09-24 18:00:00 UTC,2,1,Z2vQ1xlqrA,kaDQ0wRqEv,a35r6KG5L6,NPqxy6XQ9d,N6MmpyLQEG,KXMeab1M64,102,2017,29,19028,False,FullTime,2017-11-21 14:58:05 UTC,Sporting Kansas City,LA Galaxy
aDQ0Erp2ME,2017-03-04 21:00:00 UTC,1,2,kaDQ0wRqEv,mKAqBBmqbg,315VrXb59x,wvq9p1Y5Wn,9vQ2z7xQK6,gjMNk8v5Kp,97,2017,1,23554,False,FullTime,2017-08-29 16:24:48 UTC,LA Galaxy,FC Dallas
KPqjxOwnM6,2017-10-22 20:00:00 UTC,5,1,mKAqBBmqbg,kaDQ0wRqEv,9YqdEL9QvJ,eVq3alGMWO,gjMNk8v5Kp,KXMeab1M64,97,2017,33,15383,False,FullTime,2017-10-23 17:03:35 UTC,FC Dallas,LA Galaxy
Oa5wx1OBq1,2017-07-30 00:00:00 UTC,1,0,0KPqjA456v,pzeQZ6xQKw,9vQ202r5K6,Vj58W84M8n,BLMvXrjqxe,4wM4vOAqjB,95,2017,21,18000,False,FullTime,2017-08-04 20:56:33 UTC,San Jose Earthquakes,Colorado Rapids
EGMPBOe3qa,2017-05-13 20:00:00 UTC,3,0,pzeQZ6xQKw,0KPqjA456v,0Oq6vG2q6D,9z5ka6gQA3,4wM4vOAqjB,4JMA4X9QKg,93,2017,11,14567,False,FullTime,2017-05-16 11:23:39 UTC,Colorado Rapids,San Jose Earthquakes
kRQapd2OqK,2017-06-18 01:00:00 UTC,0,0,0KPqjA456v,Z2vQ1xlqrA,gjMNk4v5Kp,Vj58W84M8n,4JMA4X9QKg,N6MmpyLQEG,97,2017,16,18000,False,FullTime,2017-06-20 23:39:59 UTC,San Jose Earthquakes,Sporting Kansas City
4wM4XwylMj,2017-03-19 00:30:00 UTC,2,1,Z2vQ1xlqrA,0KPqjA456v,9z5kJ7gMA3,NPqxy6XQ9d,N6MmpyLQEG,4JMA4X9QKg,96,2017,3,19282,False,FullTime,2017-12-04 15:48:36 UTC,Sporting Kansas City,San Jose Earthquakes
a35reXkwML,2017-04-15 03:00:00 UTC,1,1,0KPqjA456v,mKAqBBmqbg,gjMNk4v5Kp,Vj58W84M8n,4JMA4X9QKg,gjMNk8v5Kp,97,2017,7,18000,False,FullTime,2017-08-29 16:50:50 UTC,San Jose Earthquakes,FC Dallas
KPqjxOoNM6,2017-05-21 00:00:00 UTC,0,1,mKAqBBmqbg,0KPqjA456v,e7MzPKXqr0,eVq3alGMWO,gjMNk8v5Kp,4JMA4X9QKg,97,2017,12,14200,False,FullTime,2017-11-08 19:39:11 UTC,FC Dallas,San Jose Earthquakes
e7MzR89PMr,2017-05-28 00:00:00 UTC,1,0,pzeQZ6xQKw,Z2vQ1xlqrA,9vQ202r5K6,9z5ka6gQA3,4wM4vOAqjB,N6MmpyLQEG,97,2017,13,17648,False,FullTime,2017-12-05 17:46:52 UTC,Colorado Rapids,Sporting Kansas City
7vQ74W8DMD,2017-04-09 23:00:00 UTC,3,1,Z2vQ1xlqrA,pzeQZ6xQKw,vzqoWjkqap,NPqxy6XQ9d,N6MmpyLQEG,4wM4vOAqjB,98,2017,6,19249,False,FullTime,2017-08-29 16:52:16 UTC,Sporting Kansas City,Colorado Rapids
eVq3XJLwQW,2017-10-08 01:00:00 UTC,1,1,pzeQZ6xQKw,mKAqBBmqbg,zeQZl7D5Kw,9z5ka6gQA3,Vj58mVDq8n,gjMNk8v5Kp,95,2017,5,16598,False,FullTime,2017-10-10 21:01:04 UTC,Colorado Rapids,FC Dallas
ljqE3lJAMx,2017-09-28 00:00:00 UTC,2,0,mKAqBBmqbg,pzeQZ6xQKw,odMXjR0qYL,eVq3alGMWO,gjMNk8v5Kp,Vj58mVDq8n,97,2017,30,14566,False,FullTime,2017-11-21 15:45:48 UTC,FC Dallas,Colorado Rapids
NPqxPrnkq9,2017-08-20 00:30:00 UTC,2,0,Z2vQ1xlqrA,mKAqBBmqbg,gjMNk4v5Kp,NPqxy6XQ9d,N6MmpyLQEG,gjMNk8v5Kp,99,2017,24,19869,False,FullTime,2017-08-22 21:23:07 UTC,Sporting Kansas City,FC Dallas
4JMAO7v9qK,2017-04-23 00:00:00 UTC,1,0,mKAqBBmqbg,Z2vQ1xlqrA,315VrXb59x,eVq3alGMWO,gjMNk8v5Kp,N6MmpyLQEG,95,2017,8,15411,False,FullTime,2017-08-29 16:56:57 UTC,FC Dallas,Sporting Kansas City
